customer_id,customer_state,region
4c06b42fbf7b97ab10779cda5549cd1c,MA,Northeast
b6368ca0f56d4632f44d58ca431487b2,SC,South
4a0e66fd30684aa1409cd1b66fec77cc,SP,Southeast
c168abb9077b7821adae01dc1f0886c5,MG,Southeast
a3b0fda37bae14cf754877bed475e80c,SP,Southeast
0ccd415657ae8a6cd1c71b00155a019e,SP,Southeast
c532a74a3ebf1bacce2e2bcce3783317,SP,Southeast
19cecb194f54e614b70d971306a9931b,MG,Southeast
f34a6e874087ec1f0e3dab9fdf659c5d,MG,Southeast
c132855c926907970dcf6f2bf0b33a24,SP,Southeast
df85b96ba2ce3e49bde101b1614f52ac,PR,South
4d27341acd30a36bca39008ee9bb9050,SC,South
d3b6830d18c7de943d1e707d1f061d40,SP,Southeast
79de53946db384e2d7a9bd131792ad17,MG,Southeast
a562ab1e728449e3461829dfe2e36f73,SP,Southeast
b64ed91eab98972150bdaf77ca921934,RJ,Southeast
8247b5583327ab8be19f96e1fb82f77b,RJ,Southeast
8fcaa9368903f3a9a28aeaff28c14638,MS,Central-West
a9b0d1c26105279e1b8edc63d06bd668,SP,Southeast
aa9f03ecd3728c9bd12e6d962c66c7cb,GO,Central-West
230c0d740401730c7197d16376893525,PR,South
a905baa530258422594f1b05615bd225,CE,Northeast
4fa19f7da692e6bf9602aaad3c372eda,DF,Central-West
03f846ad03437d864a8d2a22976dcafe,SP,Southeast
de4e13fd7d6469c5ada77d0843c55e42,RS,South
8276de07ef25225d412b8462d73f8664,RS,South
cc32707d2e2f7c92ab449f9b28154809,RJ,Southeast
a02f66c3af7b16eec19ddcd98b645fe3,SP,Southeast
26acee41e2f75689a5615892f06ea0bd,MG,Southeast
f64cdee66599119324ce57a97e43700d,SP,Southeast
7ab7a537b678b6dd73d825ff6ee7be9d,ES,Southeast
7300450cedf7e4c35c243c4a03c1e8a6,SP,Southeast
4c7241af24b5344cb01fe687643de4fe,CE,Northeast
97e126f19a6f04b3462619f36862bcd2,SP,Southeast
6d27a9361e591da38c87a5e70253f3f2,MG,Southeast
6810c3dc47f641181fcc7f73275c3d19,MG,Southeast
b514422efcf14bef34858a0829bef189,RJ,Southeast
0aae2862f8eac77f10a34f44860720ac,SP,Southeast
6c9a5923526346cbc0bd7bbd92269c01,SP,Southeast
1b2cb35b19b40b61f953d32ea157b337,PR,South
12d1b4294fef21016c9614eb31e55e15,SP,Southeast
f6529ffebe6b3440d45d89604a4239ac,RJ,Southeast
8264e3518163dd09211870b24a5d741d,SP,Southeast
8392e3d4cfeec63f2a8bfea68bf1f91f,RN,Northeast
38d1cd89306128348ffdf4cc23f3a50a,SP,Southeast
91ec76836092bba85d11761078ed7bb5,RJ,Southeast
f9dfa0a2934ffbb22e66924952548be8,SP,Southeast
5a3260cfde2a918b597dada7ddd247bb,SP,Southeast
ee3a81b2771fec5f9e982cdb1b3a4804,MG,Southeast
784c407781aa34749a388c9283782b56,RS,South
3f6ede29d4c69cd3316d2035b6cec1fb,SP,Southeast
6bed27564bd99d78d09c1fac13da56fd,SP,Southeast
670254dd2e886ffe621b3831afb47d7d,BA,Northeast
f7cb015ff73be957ee6a30e2577742c5,RJ,Southeast
ea2196dc456ba36fe4f6b81dca4867d4,BA,Northeast
09241c552e9fe2420997a6c535e9d408,SP,Southeast
e50a30de3c32f9406a7185f40ce6874d,DF,Central-West
f89c1a6b9c966869e441e55bc14acddc,SP,Southeast
23e96758fd640560e9b1fbcda90abfc4,SP,Southeast
369708cabd9831ea6fde670a3b602a92,SP,Southeast
5f8b4882b5a4ec7bf6d2107e6cd0cf29,RJ,Southeast
ad6891a1937cb8723a2c08ba1ae59873,MA,Northeast
ae76a4650235ab18764708174f1da31e,SP,Southeast
a1b9e0e44dbb043645cd14b00849a705,SP,Southeast
443b534d0d27a8aa9a184d4869bcbe7a,SC,South
126cf4e9fd189d2d64bc9b112fd6a5e8,CE,Northeast
530220145a68ef57f0cc54faf1061f8c,MG,Southeast
4cc465bb8ccb079ba561852ffa794668,SP,Southeast
9b7822c67a91b431e9254007b587214d,DF,Central-West
1f6ba909178c5b0e523cabcadb617a4c,SP,Southeast
39c9dc82d5f60eb1ee8bc4fe4aa29dc6,SP,Southeast
560829a36d563e8395cc073071a02bfd,RJ,Southeast
b80adce6a72fc096b80a540312a24a95,PE,Northeast
eb67e9bd3357fbacdbef99759f919573,SP,Southeast
70a8cfb1730fd53e5c15f2a62e1e5448,SP,Southeast
8891eb5ca0e28df961b2b5b8f3c0eb23,SP,Southeast
eb03682e1118b3af176b229932bfa8be,RS,South
db781c2a257ae6fb647104d94c9af367,SP,Southeast
fe6d73ac006153a398439253006e5adc,MG,Southeast
aa0fbd830c89acc3d79d311ff43d0920,PR,South
af9d76931724cedc3b32de0c5aabcc8a,MG,Southeast
b0964d76975dbc174b623b5a300973d5,PR,South
bf60fa574e188373d3cb331d04aeb4f1,SP,Southeast
66cc929741c3d1d277e05b4540bf9a8c,SP,Southeast
e32daa14dfa90eff675034dc7d462cf3,RJ,Southeast
23ff88906d6e5bfbb904867f888b3658,MG,Southeast
8d1b923f85a34afac5bd669d50417602,MG,Southeast
7897c2b0a7cb0636ec2d75020c14c1a5,PR,South
3ccb27f9c7ee205656acef98c19fc061,RS,South
ab23bc8d29aaf7a3978d8e819817575b,SP,Southeast
c82a5e4fafdbeb34f08928ccfba27d14,PR,South
7e468d618e16c6e1373fb2c4a522c969,MG,Southeast
dc53883e94804c81b4afdf2c23478d97,SP,Southeast
53b6d45cb9684a4b93e0ba2030222456,RJ,Southeast
f7c5afab273b47ab517e096e0219b932,SP,Southeast
faafae37ddb3e4af81c10a397bcca35f,SP,Southeast
acca74d2a60c03b46a5256c02cef9244,SC,South
cb96e80748675729d4d3857321cacb26,SC,South
05323a24770d4897bba59aab79f6d7b0,RS,South
e255bea28fdeb105b85a23947349cca5,RS,South
8b47e5ba29a9cd9947ee6be2f025ed66,DF,Central-West
c67de3b27c091f07a35cd57362cf225e,SP,Southeast
f0bbb754a5855f669094d5049c09c548,MT,Central-West
0fd53cbc9dc85be3e9d7c6e74bc957a5,SP,Southeast
d387341bbce5ab96e3647bb0e8d0b55a,SP,Southeast
f46e1689a2c6031af912a19a489a6329,SP,Southeast
d6ea00d4a2dca6a01c708931b325a9e5,DF,Central-West
2f79ca5a979f66eb36747f4b354be942,SC,South
a6c49eaa9ed575df1a3476b20668ab3b,MG,Southeast
2f97782bbc64b71cba9e79d12757479b,SP,Southeast
8e13b94866f3b17a0b57139b90df1a4e,MG,Southeast
f4b8696f625adaeef763cc9cd712c921,PA,North
dc0a596a36f033e89eeecbbbaa5603e9,MG,Southeast
154e666b681104319714a99a3ab71e44,MG,Southeast
08ef50ea1923ce347f194bbc8d8e40e9,SP,Southeast
caa060324a30054bae148e4d7ad1da22,SP,Southeast
7f2357cfd99c900565e6ffd6d2708d9d,RJ,Southeast
d8eaef18d54f26637bdd57fb1254bbb6,SP,Southeast
eb66863a17ee48ce53653ee4afd4af21,MT,Central-West
ae8db0691449a44352e7d535ddf78c5e,SP,Southeast
8df178ced93d8d488dfceefc8f619d9a,SP,Southeast
3469ebe2f9aa5e08f1a85ecf20b549e0,SP,Southeast
666bc6ad016f3a24ccc0d0bcd878f8ee,RS,South
f20afd4cc727293b97398aa1c665e9cc,SP,Southeast
e559ddc91d9410c38d576e423ffbb67b,MG,Southeast
cfde53fd036308dba103823ba561b885,SP,Southeast
23e22609b3a5ccd8fcf8cd0cf8a28f7f,SP,Southeast
0f3c6edd9f58c263db53fdb1783a249d,MG,Southeast
69572b6a8713a15e9f1fa80b1620daf4,SP,Southeast
4d5110d0a2b5239cb983610da1d18774,SP,Southeast
5195c80d2034a6123f3866574cfffde8,DF,Central-West
bd30c8ec7f7139af7195e1f7f031e131,SC,South
9712f52bb03dbf1e5f778230d13d96cc,SP,Southeast
21fb2ebc5077f72af04e6ead0763eba5,RJ,Southeast
b47973c8ea3acd5c549120a28d31f62c,SP,Southeast
80b5a39f1962bdc67b8ac0a96936a7b6,SC,South
c4c3372671aab4ba29e3e410ed8fc5e3,RJ,Southeast
0981cb5376215f2570ccacd95d6ef3f6,SP,Southeast
89056b2877a2be69b4e9c9d7ebc3ae5d,MA,Northeast
9d46b89032f34a48706407829dbb55b5,MS,Central-West
9e0628923d9fe029c079eb11ae72d241,MG,Southeast
a1d79dad5150f0021ad8bc433364aa4f,PA,North
0ca483f116807018eaa073ff9ad84246,SP,Southeast
277046fb06e3f5185b0f4a816b811286,SP,Southeast
019200fa574c9eda0fbc82c71fcc8fbe,SP,Southeast
668719742fade470e60fa657269c7784,SP,Southeast
8541665e9f73b628748b234cf6bb46bd,SP,Southeast
0f2472966982432136bd3dc7098d5bde,SP,Southeast
b06429ef920fcfdd75713c712c9ee7b7,SP,Southeast
46c6a82294d359a290ff408b11cbb643,RJ,Southeast
4ad4f929392158a3bb76b3ec02a751b2,SP,Southeast
332fa01da1b4e11dfbc8df1ed883a467,MG,Southeast
029ca19aa34f9311941ab931975cff1b,PR,South
2abea2bf3e5611f7a96f8d24f21a7198,PE,Northeast
e4dbb700c76f5706dd58f9b9ef613aed,SP,Southeast
b25c961cb9da931b083a952527eb8956,SP,Southeast
85c300925a8a3da681a6b021551d239c,SP,Southeast
49af8d1256e91058af5b255f4fbc0e6d,AM,North
82a5aaed30c2e07b5b0e4cb5dfcc332d,RS,South
eee74b2a9aa0989243d2793c1a90fbf6,RJ,Southeast
ba12c461af37457048f420e37de2abab,RS,South
852947b57caab58c544343592f5e06d2,SP,Southeast
5e24c55ef0779a3c578d272ff7c3d4fb,RS,South
af75138c42a3bc72157eaf45b6da592f,MT,Central-West
80c74074b2a3c419ee813c0b31ef95c7,SP,Southeast
314ec9cbe156ddd9cdaa1a9bf021e00e,PE,Northeast
1004c05877ddf8196ad1341ca602e628,SP,Southeast
65c9fdf79fdf0d4b98902fbf9617c171,ES,Southeast
7602193faf4a04077a96dbc64e25e571,SP,Southeast
84872d1894135d15c4e51ba68ba3e8fb,SP,Southeast
4ad966e1eefc576c04159e46a8e38b20,SP,Southeast
94cce5d77423fc7926d3af0d01f379ef,RJ,Southeast
936c4a5189882afd96a500e9650c7222,SC,South
b99054fd23768e0fc903c0eab8a83442,RJ,Southeast
411373e81bbd24b0356ca1274e9c03fe,AP,North
30e8a49cee668a4435b2f91cc77c9d15,SP,Southeast
ce330ffe33e3f344ad5a80b8410c1ced,SP,Southeast
e48f50d453ada5bceb41e239a2dc2065,GO,Central-West
2c7fd840b20f1551c8a151f86349f19a,RS,South
2e2aceda14bf519194b25f568876ab3d,MG,Southeast
6b4a545e81c747a0f12ec50d9f725d63,SP,Southeast
f037c0f3d62d2c77533386a9b4e32883,SP,Southeast
b6349bdae88bc7c85c4aeb0cb604dac8,BA,Northeast
55dbeedb7b2bf8d3059f319abe27202f,RJ,Southeast
4b003ee1eabaffe8ff8e6d75394a9b42,BA,Northeast
00a39528c677a55852f57235f988b837,SP,Southeast
265655cf1f2dfd4fc630004d1fe5f3cb,SP,Southeast
e0ac2a4e5a234620bfcaef3796384831,RJ,Southeast
05075b9433e8f047f3ba7a5ada189809,RJ,Southeast
d6b41b191f1f643ff583898156e049cf,RJ,Southeast
d3ab15f0bd2c58865d566ab645572cd5,RJ,Southeast
6b53c8e698ffdea3353ba3339aacfa95,RS,South
1681471e9172d7e12ba08e9ac9e8628b,RJ,Southeast
67a28655b804d6a418964f3dd4e214bc,ES,Southeast
ccb8e120e8af0bbf5a1daa2f21984d7b,SP,Southeast
ee639599beb251bdf7ac32b18eafcfaa,RJ,Southeast
01509d555b8b6775f5847912d8c52d46,SP,Southeast
32ef00faaec28f844c83dd9856d67177,SP,Southeast
031cd5f826be3d804771e3e3a1b21a1c,BA,Northeast
0e19f44898c5554faac8f95f1473bb4b,AL,Northeast
db2da0a7e8fe9eff4dca9a362ce81f2d,RS,South
9559221419cf73261de39b024545b1b3,RJ,Southeast
e06e47b5560e84764eff2349b2b33f31,SP,Southeast
b9885472fa562ddc1cb5333a42b654fc,SP,Southeast
ac0e954e97b91701a093a47c675c5700,RJ,Southeast
70ea60b3eebc4ffc330e070df05f0e00,RJ,Southeast
75e645f4c54045f7a8d2c28dd10eb587,RS,South
6f7e4eda4a91a18114c7ae6458f4068b,SP,Southeast
3714eb406c7704a920e504085717ea5b,PR,South
79adcf02229a33e78f0f5412a2434f53,RJ,Southeast
e3c7e245a96d7fa339fe6c16f8da4e90,SP,Southeast
dd7eb6ecd787c07ef08423cf05c6e56b,SP,Southeast
895f2539c30e6bac09c33029e98cfbbd,DF,Central-West
1b4ff42fd8acd3dc49e2a137021b3524,SP,Southeast
360469aa13eab175485990e06ee97896,SP,Southeast
c45b7286a9a5cdce0152978d9f615be6,BA,Northeast
f4a9f3a779e9783f7c992f5723bbe3d3,SP,Southeast
cad72c6ad6d5b6d95ce0056e1e7948a8,PR,South
c8b401513911c82f3cb4e40dc26cfc64,SP,Southeast
8c4a94e823813e9e03460f5f42ce4fe8,MG,Southeast
4c9c41a8c1965305e2e1978666bd6d09,SP,Southeast
2b3d8be4fa506df40afbeba026df7e70,MG,Southeast
09f548315be5f30a9610b83ad933aaf1,PE,Northeast
4308615296cf4ca17defd8b0d59287d8,RO,North
e4f5e592e5ed9f4ee608a09ae76ea443,RJ,Southeast
fd2767fd04a34f7fe8b2ebb51f86c535,SP,Southeast
91ef77a365c213f04954c1527081b016,DF,Central-West
101a5d44d7659f8b2ec49d385d80a1ed,MG,Southeast
462903f7a882d16b16e174dfec5aece4,SP,Southeast
5b7ad66e4a9c19ef5ddceae95d05e46e,DF,Central-West
71e31bd9c37b8a1cacc557b87b3e50cb,DF,Central-West
6b6239435ae315b60fbe14d91fd760ce,SP,Southeast
7795e422f21ee2057de57ef0212b4d7a,GO,Central-West
145ed96e22cdb678a8b4107d72fddcc8,SP,Southeast
7ee0952c8c02af4f93762c21ddb66607,SP,Southeast
a56b03f5e6015f1a502b9810309b98b7,BA,Northeast
3c5a39f999c141a42792a0f2e1c7726d,MG,Southeast
d5a5dcf7970697c1d38458beb2cb264f,PR,South
0b83af8e524bbb2aa83ba090f5be21ff,SP,Southeast
b33c387ac5c9922825b25a79b0dc29cf,SC,South
ee7b0a64a42fd92a3144a38c4f347a9e,MS,Central-West
bb98e27058a8d72162176e336a2b97a2,SP,Southeast
29aec8d00435f9c9bd43485663f7b97a,SP,Southeast
a187d29dfe942335287dc88897ed265c,SP,Southeast
47c2b21c22de46f42a427db0ea223499,MT,Central-West
d0615859a639a94c1fe472eba57d4a7c,SP,Southeast
4fd7abbc9a763b49e2aabd6bef779b59,SP,Southeast
79647ff1cbf238aedace758bd4271aab,BA,Northeast
dc68515c1613ad4cb01edf406dd5c179,SP,Southeast
37922a02f44c5b80004b14cb9a0becb7,MS,Central-West
5bfe800011656c0afb81db64519982db,SP,Southeast
7569ea856f1959d0371e70135efb6df7,RJ,Southeast
287e3d0a0a8910d94375eb917fce9743,PR,South
b09ff235742f48bfa743f3e9474d36ef,SP,Southeast
d703cdda08125e2b263b92746af0f23c,SP,Southeast
d472d9abe6d6bb1ee558dc98a1ea89ea,SP,Southeast
872a25f014b99c4c17341cd9ad0d468f,SP,Southeast
e22da2634721c7cb676fc0a5da6317f3,MG,Southeast
37b40b75293bd84e07bde8ad83066841,RJ,Southeast
545aa46e4e68df2b3b8dcc06f735e179,MG,Southeast
800282b8afaaf9ed8bb6ed9adcf83e61,RS,South
eeee8af1f7b29dbf34d577db1fc973e5,RS,South
dcb6e7bc4e65d815025d0aa14349a4ca,SP,Southeast
182087b1558916ad385080c371df4fe9,RS,South
2bfd566c10ff41c47dc6e2f9dd51b467,RJ,Southeast
3aec4688b93d6061ec5061721ad493a7,CE,Northeast
e13b1d1fab9d212d258c2e6d0f69f6c1,MG,Southeast
c0fe0fbc24994167dce810f83cb96890,MG,Southeast
5b5f4957a69d537a2aeadfa7dd2d09d9,DF,Central-West
0c5eb0e9e15cf4e836c7188ece714fcc,PR,South
5ad00fc41f0c73546227681216f7df04,BA,Northeast
279a316b31aac761c16483859fa9d33b,SP,Southeast
60bb8e0e1f7e340af936ec2882d8ae8d,RJ,Southeast
1914576a74b2122c63a456293cf7e52c,SP,Southeast
3db09129454f368874d3f18bb83c7d64,SP,Southeast
be6ad148cd108f6148d20a8ec756fa1c,MG,Southeast
fa85d6a9093fe47d96171fe07423e12d,PR,South
8094bd1ea8a8453c1855f06552200117,RJ,Southeast
8a3083e3f5500b50d6f4f3003604df87,MG,Southeast
c7e9d64ef2d3e98ad1b5068dbc859934,RJ,Southeast
41882b0f934c20a88f3d44f382d5e376,RJ,Southeast
e91d6e2c6d965a4d07ff782ce5bde6db,SP,Southeast
2bb8c7fefc71b1cd9133f15dcf9941ef,SP,Southeast
e79ba74d49aad29056945edd15f596ae,SP,Southeast
278003098109cfa2d2625f4772cb2a57,SP,Southeast
a4a00c41b5e3ed88bf0e0bb96576c2b2,RJ,Southeast
8bbcf9a0717a1cb212b45522ef61972c,DF,Central-West
6d63646d305d56dc162e0f5eb7edd697,GO,Central-West
e4d86d1da4dc444b482115d7aeb1cc3f,RS,South
2b6d4b2b966c8aa7413190f4b5dee130,RJ,Southeast
22688fbe08d1209daeabcd6c40590d1e,SP,Southeast
038d3dd1371d364b6ae8ece9febc397b,SP,Southeast
ada5afd2b1b1258fd60f507e92a63472,MG,Southeast
5eef8c5a24bd948fac341c6ebe3ce41e,SP,Southeast
fb04e5eb553d32e040a1a83cf436a65c,SP,Southeast
ee23d61fedfc4227bb0e188654c28d08,SP,Southeast
c85bcc5a4c098769d6bbab6b77f61cb8,RJ,Southeast
0e114b02a45c9876080f3a9a19f51c16,MG,Southeast
f127cfb44a80615cabe7a815ba206286,PR,South
5d1ff54c05c7c5044718b88a49c704b8,MG,Southeast
e4f06fec45100ba91af9bc48190aacf0,RJ,Southeast
efd1a20eb65041a60f9c8c74cb5fc7ba,AL,Northeast
bb4d5187b89ea6b78cde7926727a3cd0,ES,Southeast
4acfe2f36c9f7b470ef68d71dc5b6ebc,SP,Southeast
d1d326edcb5fc3e9aadd6e86b7a57910,SP,Southeast
6a6d5c560d1072a67be9ee533125d9ed,SP,Southeast
03f7c28100418ce57927a01d62a6cdf3,RJ,Southeast
7e6e52c237a37ca567ec907c3dc6a93f,RJ,Southeast
e1fb3bd29f0cc22b821938d2853e4cd5,SP,Southeast
77069f163bef4933c6efeea244b3f606,RJ,Southeast
b069a3c6dd74a018f34884bbcd0cf0e2,SC,South
1ecf434b5a01864957c940be8862e457,SP,Southeast
178706e9cab0f7d13bb90fbf946269c5,SP,Southeast
c24638e1ff5efad8e21f689d7a1f0c6d,SC,South
620c2e659b5d119813362bfe4bbe8634,SP,Southeast
77992c23eb50255f67fbebe40710ce50,DF,Central-West
ecb1725b26e8b8c458181455dfa434ea,DF,Central-West
cbafb574da2d33b039f294c188624b6c,SC,South
f6fb4ed5f9a3a545a5203054679bf2c6,ES,Southeast
94dabe07fc50ed29f94b6ba397201dba,RS,South
082805d32249e17183cfb56ccb67b5cf,SP,Southeast
7077cffa9bdf93c44da47143517b6a7b,MG,Southeast
e0f0e573de9eed01f4dbde5f9323c48b,SP,Southeast
1d331c1175b7c788fdf7b44b6dc26627,RJ,Southeast
f7b083bc0eefdf761a28318a9052cf4a,MG,Southeast
409f91c4538ee2dd4b26280baf0df01a,GO,Central-West
3f5939e06e89efd9e9ca8ef3ab9d68c7,SP,Southeast
0998fbfbcd689d31ddedcb38f3fd8105,SP,Southeast
d0522845f3cd4084a840565ddc78dbab,MG,Southeast
3bb847c18bde99f853838a4dce29bf9b,SP,Southeast
b04d041da05c2704d29c6945333cd08d,PA,North
b83aa8732c6dcaf653e111d52ebc91f1,GO,Central-West
d6f09cc4465ad621560935110826dcaf,RJ,Southeast
98b5b8ac8f4775c874fae11ad151713d,SC,South
1a5e81b2a849e76ca754d36ba90a5264,SP,Southeast
b08064e24083fee8fbe8797902b07ecd,RJ,Southeast
0d084e109d08dc18e40858b407ce7c6b,SP,Southeast
1a39f03ab9c2ad4470f8c49d97cbd6a5,SP,Southeast
689ebb659ed83d0b534412e001e24611,MT,Central-West
d9b274a5a8887270550e6967327bf40a,RS,South
3ba47b09546c2da91ef141efce2d5888,MG,Southeast
8a1131b2781ee44d9a21498ecbaf1d9c,MG,Southeast
cfffbb322333151f8df6398a8c3340db,SP,Southeast
01993877990b2565abd4e3d741c45b79,MG,Southeast
bcf86029aeed4ed8bac0e16eb14c22f5,SP,Southeast
536f46cc0f2f2b1e40d056f7998f0254,PR,South
d1a2cddd07d7491bfcc7eee111311462,SP,Southeast
9c870d10e364de6d2b00edeb0d76127a,SP,Southeast
17e6d37366dc8c8865588b0d1740d606,PR,South
13e8265ea7e8a11df7a56799f5806220,SP,Southeast
2b970cf192278e9812ed80e3db89ac40,SP,Southeast
df2939f9c79221e4653ea43744090d21,SP,Southeast
95aa1acd3c367fcf72a56d106afc9838,SP,Southeast
fde5bdd75d893cc0e6a3ba63529ca124,SP,Southeast
1aa414b77e655c44696ea1d3e61d7ec7,MG,Southeast
a37646debdb792ee5aaf18cf5da53717,BA,Northeast
34d7728944672ccbbe70d07c7e9cb4f2,MG,Southeast
f9dfd7942a2d7f1588b7638a9bdc8ff1,RJ,Southeast
8cab8120c3ee21c5a4b8b2a189f98310,RJ,Southeast
8ac977b83cae48a1d1216f13b06aaa2c,SP,Southeast
0bc6abbafdd2f89eb203507e7f1fc11d,SP,Southeast
405e4bf2d57bb2ce60e05d522d0b0631,MG,Southeast
6b3bb3efa85c5b14ee91bc7227bdf0c4,PR,South
95556f234fd4ad5aa8872f93455430ac,MG,Southeast
1667c9660e2d8494588daa01cf9e3f86,RS,South
e5c967fafad127eece965cb53f225d9b,SP,Southeast
075ad0fda24dab7269482d16b193c87d,SP,Southeast
eb545dff3d570e77ccfdef726b704622,SP,Southeast
11ba86af0ea78e6db913284c2e9902a8,SP,Southeast
8714d5f59b012655e9adc2f68b69957a,RJ,Southeast
3638a3325d0a96fa162961de63103f7b,MG,Southeast
ffaded93e5a1fce06363cfb6905676a1,SP,Southeast
3d14c748bab7ae77e8dff7a9efb1bd38,RJ,Southeast
5884301406e14ebe07568ffd26271154,RS,South
0b87eea12c9bc8ae36b6e4c551f4770e,RJ,Southeast
864deba6b142c6d04a53fd379a9256a3,GO,Central-West
629e6c2887881c2b75e18a25d6637754,SP,Southeast
9e6a9e9e098c276c25abc2b0274bbfd7,SP,Southeast
401f18788389eeaf3bc1fe8da020fea0,SP,Southeast
a9434e011c74b3cfe8649aafc303c441,PE,Northeast
ec641354d60bfb11b2db6e165e36b4dd,MG,Southeast
1ea9656f6bb4ba028d81b90a4e7d1369,SP,Southeast
51ce96915c12887208b633982c4d8435,SP,Southeast
116e47f49c0558a5e9bb8eb119485e24,SC,South
522a6e7c1f1f992ac81be6abefa46294,CE,Northeast
cdb44232ca3c9151d9d4d20dda6c619f,RS,South
5d26e3331c75b8be22b3c9e169ff0ebf,GO,Central-West
71908cc6a4d4a63637df967dfbda39fe,SP,Southeast
1d35081c83698d93ec64ebe2d6cfec9c,DF,Central-West
e773252cc3222d0c3ae7694b271e2e32,SP,Southeast
9522d39cabd497bd4bc5fb1b226cd5cf,GO,Central-West
6e99b4a37b2d5aa40cb85bdfcf9dc0eb,SP,Southeast
5b533feffa09f8c775d66d19cd20538b,RS,South
312a3a9546b2ee455c66ff62528eefd4,MG,Southeast
35b6b3b06cd4b2101cfabfb5429dc028,RJ,Southeast
6ca7c0e971c24ce0931f148588ef23ce,MG,Southeast
ed0e1816a16e9dc9276b3b6afc83daab,MG,Southeast
2122031cd11c82d905572a7958c2a117,SP,Southeast
4aede30e7fba0851ea1d42c960892843,RJ,Southeast
fed6164eb076a32849ac5d4d3cf14480,SP,Southeast
7d1dd3c96c21c803f7a1a32aa8d9feb9,SP,Southeast
0e772d9e02b17408e716f35cd1dcc222,SP,Southeast
22ea9677582d0e8c4ceeaa2a306fd486,SP,Southeast
4374a2a34bb261daa66f8c87672c2d54,MG,Southeast
be5a493a772f5d77e1a9ef3b791176d2,SP,Southeast
0825646a316d8b2bdddea079a5e01fda,SP,Southeast
277bdf9feec679fbb7319191a4a8daad,SP,Southeast
ec7bace5c0ee787e5b521382ae27a112,SP,Southeast
3d14ef1b615443e8569574ccf4c70ffb,PR,South
c9d341558d0b897fd4bc48e55f1572bb,SP,Southeast
0ccda8ca5a2e6382c05ca6321324c14b,SP,Southeast
144d6b2679193370edcdceae5c0a407b,RS,South
06c760a59b5508e58bb333d3bac7afc9,SP,Southeast
458f0c44547ae6e5a5f5fba63eaf25e0,SP,Southeast
2a5537cca47095c73bb1d6286ee2c543,MS,Central-West
302025f399c7405c509a297b6b9a1e73,SP,Southeast
2db53092fc4dd9c063d54cf52c0d68b8,MG,Southeast
0b367775717574e7412c7b73c8bde1e9,RJ,Southeast
240f2bd361ee42f7570caf78cd615dc3,SP,Southeast
e92c17d70d8258db4b7a90ad4d2b65ea,SP,Southeast
0767440fcb6f6ca85a6d50c8f633ed51,SP,Southeast
cfde763c6872e69417809fce554046ba,PR,South
a9d80d8258270aa25541958f8c3904f8,RS,South
1a8f3e93337a4cada74b085711912682,SC,South
2fc226fece39c0126543c387768ad5ac,MT,Central-West
a1674724305cdde2e900f8f50583f764,RJ,Southeast
cf72b318eb9cd0e7712a2c1bca227789,SP,Southeast
d8c7a6e8f9e10ebb4c1fd2d31ffd485b,SP,Southeast
c5d2a092d72c266cc8edae2b5a295c38,BA,Northeast
fc570b6557c9a63780acb28007d313f0,SP,Southeast
