order_id,order_status,order_delivered_customer_date,order_estimated_delivery_date,delivery_status
403b97836b0c04a622354cf531062e5f,delivered,"2018-01-20 01:38:59","2018-02-06 00:00:00","On Time"
116f0b09343b49556bbad5f35bee0cdf,delivered,"2018-01-08 22:36:36","2018-01-29 00:00:00","On Time"
85ce859fd6dc634de8d2f1e290444043,delivered,"2017-11-27 18:28:00","2017-12-11 00:00:00","On Time"
83018ec114eee8641c97e08f7b4e926f,delivered,"2017-11-08 22:22:00","2017-11-23 00:00:00","On Time"
203096f03d82e0dffbc41ebc2e2bcfb7,delivered,"2017-10-09 22:23:46","2017-09-28 00:00:00",Late
f848643eec1d69395095eb3840d2051e,delivered,"2018-03-19 18:08:32","2018-03-29 00:00:00","On Time"
2807d0e504d6d4894d41672727bc139f,delivered,"2018-02-08 16:13:46","2018-02-21 00:00:00","On Time"
95266dbfb7e20354baba07964dac78d5,delivered,"2018-01-26 17:32:38","2018-02-21 00:00:00","On Time"
f3e7c359154d965827355f39d6b1fdac,delivered,"2018-08-13 18:24:27","2018-08-17 00:00:00","On Time"
fbf9ac61453ac646ce8ad9783d7d0af6,delivered,"2018-03-21 22:03:54","2018-03-12 00:00:00",Late
acce194856392f074dbf9dada14d8d82,delivered,"2018-06-16 15:20:55","2018-07-18 00:00:00","On Time"
dd78f560c270f1909639c11b925620ea,delivered,"2018-03-21 14:41:50","2018-03-28 00:00:00","On Time"
91b2a010e1e45e6ba3d133fa997597be,delivered,"2018-05-16 20:56:24","2018-05-23 00:00:00","On Time"
ecab90c9933c58908d3d6add7c6f5ae3,delivered,"2018-03-27 23:29:14","2018-04-13 00:00:00","On Time"
f70a0aff17df5a6cdd9a7196128bd354,delivered,"2017-08-18 14:28:02","2017-08-23 00:00:00","On Time"
1790eea0b567cf50911c057cf20f90f9,delivered,"2018-05-05 12:28:34","2018-05-15 00:00:00","On Time"
989225ba6d0ebd5873335f7e01de2ae7,delivered,"2018-01-03 18:03:36","2018-01-08 00:00:00","On Time"
d887b52c6516beb39e8cd44a5f8b60f7,delivered,"2018-02-22 00:07:55","2018-03-07 00:00:00","On Time"
b276e4f8c0fb86bd82fce576f21713e0,delivered,"2018-07-31 22:48:50","2018-08-06 00:00:00","On Time"
8563039e855156e48fccee4d611a3196,delivered,"2018-03-20 00:59:25","2018-03-20 00:00:00",Late
60550084e6b4c0cb89a87df1f3e5ebd9,delivered,"2018-03-13 23:58:43","2018-03-29 00:00:00","On Time"
5acce57f8d9dfd55fa48e212a641a69d,delivered,"2017-08-08 21:24:41","2017-08-22 00:00:00","On Time"
434d158e96bdd6972ad6e6d73ddcfd22,delivered,"2018-06-18 21:32:52","2018-07-17 00:00:00","On Time"
7206b86ea789983f7a273ea7fa0bc2a8,delivered,"2018-04-05 22:11:18","2018-04-12 00:00:00","On Time"
1e7aff52cdbb2451ace09d0f848c3699,delivered,"2017-05-31 13:58:46","2017-06-12 00:00:00","On Time"
6ea2f835b4556291ffdc53fa0b3b95e8,delivered,"2017-12-28 18:59:23","2017-12-21 00:00:00",Late
948097deef559c742e7ce321e5e58919,delivered,"2017-08-12 14:08:40","2017-09-01 00:00:00","On Time"
d22e9fa5731b9e30e8b27afcdc2f8563,delivered,"2018-08-13 23:34:42","2018-09-13 00:00:00","On Time"
ee64d42b8cf066f35eac1cf57de1aa85,shipped,NULL,"2018-06-28 00:00:00","Not Delivered"
6ebaec694d7025e2ad4a05dba887c032,delivered,"2017-05-29 12:47:20","2017-06-09 00:00:00","On Time"
d17dc4a904426827ca80f2ccb3a6be56,delivered,"2017-05-25 09:14:31","2017-06-12 00:00:00","On Time"
25f4376934e13d3508486352e11a5db0,delivered,"2018-05-21 15:22:11","2018-05-25 00:00:00","On Time"
5820a1100976432c7968a52da59e9364,delivered,"2018-08-02 22:09:11","2018-08-13 00:00:00","On Time"
2ce1ad82022c1ba30c2079502ac725aa,delivered,"2017-08-16 17:16:44","2017-08-31 00:00:00","On Time"
138849fd84dff2fb4ca70a0a34c4aa1c,delivered,"2018-02-14 13:41:59","2018-02-23 00:00:00","On Time"
47aa4816b27ba60ec948cd019cc1afc1,delivered,"2018-07-03 18:37:46","2018-07-20 00:00:00","On Time"
9faeb9b2746b9d7526aef5acb08e2aa0,delivered,"2018-07-31 22:26:55","2018-08-16 00:00:00","On Time"
641fb0752bf5b5940c376b3a8bb9dc52,delivered,"2018-01-03 15:09:32","2018-01-16 00:00:00","On Time"
e425680f760cbc130be3e53a9773c584,delivered,"2017-09-04 20:59:55","2017-09-20 00:00:00","On Time"
40c5e18f7d112b59b3e5113a59a905b3,delivered,"2018-06-19 00:31:13","2018-07-16 00:00:00","On Time"
734e7d1bbaeb2ff82521ca0fe6fb6f79,delivered,"2018-06-14 21:32:21","2018-07-05 00:00:00","On Time"
66e4624ae69e7dc89bd50222b59f581f,delivered,"2018-04-03 13:28:46","2018-04-02 00:00:00",Late
a685d016c8a26f71a0bb67821070e398,delivered,"2017-04-06 13:37:16","2017-03-30 00:00:00",Late
2edfd6d1f0b4cd0db4bf37b1b224d855,delivered,"2017-06-19 18:51:28","2017-07-06 00:00:00","On Time"
68873cf91053cd11e6b49a766db5af1a,delivered,"2017-12-05 20:28:40","2017-12-18 00:00:00","On Time"
f346ad4ee8f630e5e4ddaf862a34e6dd,delivered,"2018-08-10 18:35:40","2018-08-15 00:00:00","On Time"
8f06cc6465925031568537b815f1198d,delivered,"2017-11-22 22:41:07","2017-12-05 00:00:00","On Time"
ccbabeb0b02433bd0fcbac46e70339f2,delivered,"2018-03-09 22:22:25","2018-03-13 00:00:00","On Time"
688052146432ef8253587b930b01a06d,delivered,"2018-04-24 19:31:58","2018-05-15 00:00:00","On Time"
f271576bed568e896f99eb710cd3a6f8,delivered,"2018-01-17 20:26:31","2018-02-14 00:00:00","On Time"
686541986ecfb7d9296eb67719973bf0,delivered,"2018-02-20 22:13:08","2018-03-12 00:00:00","On Time"
68e48e68da1f50f7c5838ea75e3a20dd,delivered,"2018-06-22 21:18:51","2018-07-13 00:00:00","On Time"
b52cc4919de82b4d696a4380d10804a3,delivered,"2018-06-18 22:32:44","2018-06-26 00:00:00","On Time"
fdf128b3630c21adc9ca4fb8a51b68ec,delivered,"2018-07-24 16:41:18","2018-08-02 00:00:00","On Time"
a6aeb116d2cb5013eb8a94585b71ffef,delivered,"2017-09-16 15:40:08","2017-09-25 00:00:00","On Time"
fa516182d28f96f5f5c651026b0749ee,delivered,"2018-04-19 20:41:45","2018-05-08 00:00:00","On Time"
6abaad69b8b349c3a529b4b91ce18e46,delivered,"2018-02-24 19:15:56","2018-03-07 00:00:00","On Time"
974c1993ab8024d3ed16229183c2308d,delivered,"2017-03-09 14:27:58","2017-03-21 00:00:00","On Time"
82bce245b1c9148f8d19a55b9ff70644,delivered,"2017-05-10 09:17:55","2017-05-12 00:00:00","On Time"
a910f58086d58b3ae6f37aa712d377b9,delivered,"2017-09-25 20:14:48","2017-10-11 00:00:00","On Time"
bd4bd0194d6d29f83b8557d4b89b572a,delivered,"2018-08-06 18:44:46","2018-08-08 00:00:00","On Time"
634e8f4c0f6744a626f77f39770ac6aa,delivered,"2017-08-16 18:17:54","2017-08-31 00:00:00","On Time"
6d25592267349b322799e2beb687871e,delivered,"2018-08-29 12:40:53","2018-08-30 00:00:00","On Time"
b8801cccd8068de30112e4f49903d74a,delivered,"2017-08-01 14:27:31","2017-08-16 00:00:00","On Time"
2711a938db643b3f0b62ee2c8a2784aa,delivered,"2018-01-09 19:52:32","2018-01-19 00:00:00","On Time"
3bc77ce8be27211bac313c2daa402d1a,delivered,"2017-04-11 12:31:36","2017-04-27 00:00:00","On Time"
10c320f977c6a18f91b2d14be13128c6,delivered,"2017-05-18 13:22:35","2017-06-01 00:00:00","On Time"
0a4a2fccb27bd83a892fa503987a595b,delivered,"2017-05-11 13:07:46","2017-05-25 00:00:00","On Time"
e4de6d53ecff736bc68804b0b6e9f635,delivered,"2017-11-08 21:25:24","2017-11-21 00:00:00","On Time"
6b860b35691d486e45dc98e3514ec5f6,delivered,"2017-12-19 18:43:35","2018-01-03 00:00:00","On Time"
ec341c54a5ebf8ee0a67a8632aa7579b,delivered,"2017-09-08 20:39:56","2017-09-21 00:00:00","On Time"
cadbb3657dac2dbbd5b84b12e7b78aad,delivered,"2018-03-16 14:59:01","2018-03-29 00:00:00","On Time"
9defaf92cff22420e4e8ef7784815a55,delivered,"2018-05-21 16:09:55","2018-06-05 00:00:00","On Time"
20e0101b20700188cadb288126949685,delivered,"2018-02-15 20:08:15","2018-02-19 00:00:00","On Time"
0e782c3705510e717d28907746cbda82,delivered,"2018-05-04 14:02:26","2018-05-16 00:00:00","On Time"
d3d6788577c9592da441752e8a1dd5e3,delivered,"2017-10-10 18:43:53","2017-10-13 00:00:00","On Time"
86f21bf63784876b9fd6d35f46581d72,delivered,"2018-04-27 23:14:42","2018-05-21 00:00:00","On Time"
8447ff843b2616c50c0ced28ab1dae03,delivered,"2018-01-09 18:14:02","2018-01-22 00:00:00","On Time"
f169bd689fb8b32ccd62df9050aebc0b,delivered,"2018-04-30 17:57:25","2018-05-07 00:00:00","On Time"
77e9941864fc840be8e4b1ba5347c0f7,delivered,"2018-08-17 00:49:41","2018-08-27 00:00:00","On Time"
41bb5cee06dbf170878a9ef93ac7e7f5,delivered,"2018-05-18 14:48:38","2018-06-08 00:00:00","On Time"
6a0a8bfbbe700284feb0845d95e0867f,delivered,"2017-12-28 19:43:00","2017-12-11 00:00:00",Late
f7959f8385f34c4f645327465a1c9fc4,delivered,"2017-04-10 02:59:52","2017-04-26 00:00:00","On Time"
23f553848a03aaab35bb3f9f87725125,delivered,"2018-06-18 12:36:54","2018-07-23 00:00:00","On Time"
e3447938231fb6ba2fee0231b51eca59,delivered,"2018-08-28 21:06:31","2018-08-30 00:00:00","On Time"
e346cd9299371b18c0b28e8e29a5e376,delivered,"2017-05-23 13:32:30","2017-06-06 00:00:00","On Time"
a5474c0071dd5d1074e12d417078bbd0,delivered,"2018-08-03 19:28:47","2018-08-02 00:00:00",Late
0760a852e4e9d89eb77bf631eaaf1c84,invoiced,NULL,"2018-08-21 00:00:00","Not Delivered"
bb7c5cf4dff9994daeab7c8ee9d287aa,delivered,"2018-03-09 14:48:21","2018-03-26 00:00:00","On Time"
66d03fb3c4b0f80b5db04ef9c260336d,delivered,"2018-02-16 20:24:42","2018-03-07 00:00:00","On Time"
a6cd683d4bd3b9b1f0aa37b27f8116d3,delivered,"2017-02-10 17:30:19","2017-03-10 00:00:00","On Time"
bfe42c22ecbf90bc9f35cf591270b6a7,delivered,"2018-02-09 20:16:40","2018-02-26 00:00:00","On Time"
e1da8361c76cab67aa3588a1fbf1af54,delivered,"2017-07-12 20:17:57","2017-07-25 00:00:00","On Time"
af5b0604e113e1526593d505a26ef39d,delivered,"2017-09-30 17:13:01","2017-10-16 00:00:00","On Time"
9d531c565e28c3e0d756192f84d8731f,delivered,"2018-01-23 21:38:52","2017-12-22 00:00:00",Late
4da3bd761ca73d692ae0f5c252495546,delivered,"2018-02-02 16:12:53","2018-02-19 00:00:00","On Time"
80d817467dc3d0a4bb5ab8986c962b1f,delivered,"2018-08-28 14:52:43","2018-09-05 00:00:00","On Time"
c75acba615d2db29345327974641467d,delivered,"2018-07-13 17:18:42","2018-08-10 00:00:00","On Time"
210e60465099814a1d2c7635e4065153,delivered,"2018-05-22 00:08:26","2018-05-29 00:00:00","On Time"
8fc207e94fa91a7649c5a5dab690272a,delivered,"2018-01-20 13:42:22","2017-12-19 00:00:00",Late
4b3a605942f29d490cb74bd6ace6b9f0,delivered,"2017-09-30 16:55:39","2017-10-17 00:00:00","On Time"
1c35ac660d7ef6691b25d20df3d6eccb,delivered,"2017-06-29 10:16:35","2017-07-10 00:00:00","On Time"
01a75ac3dd000b7628a684be97c29234,delivered,"2018-02-07 14:59:03","2018-02-21 00:00:00","On Time"
0c6b011f8a4f87010c23995f5807d152,delivered,"2018-08-28 13:43:41","2018-09-13 00:00:00","On Time"
ee0c5c649e17808bc4a363d3a80ebf85,delivered,"2018-02-20 15:25:04","2018-02-21 00:00:00","On Time"
f2fa3795760c35b8c05fa8e2f09d5143,delivered,"2018-04-07 00:06:33","2018-05-04 00:00:00","On Time"
3923e3ade70348985bd2ca389905cf19,delivered,"2018-03-19 18:46:32","2018-03-29 00:00:00","On Time"
e37797aedc7cd4ef82278fbc169eecaf,delivered,"2018-05-14 18:55:59","2018-05-23 00:00:00","On Time"
35660aec0cc42b6257e24281ee0e6255,delivered,"2017-04-27 11:08:55","2017-05-12 00:00:00","On Time"
b01875821b8dcb6abc61776f0f971bce,delivered,"2017-12-01 21:11:40","2017-12-15 00:00:00","On Time"
5164933efe0cd14f31424b9badf81f19,delivered,"2018-04-27 16:50:03","2018-05-14 00:00:00","On Time"
06a6627d9cc91a04e9d146bf65fee0a2,delivered,"2017-07-21 19:59:36","2017-08-04 00:00:00","On Time"
15bed8e2fec7fdbadb186b57c46c92f2,processing,NULL,"2017-10-03 00:00:00","Not Delivered"
5447160f15621601fa9ba2b94f4906b3,delivered,"2017-11-28 20:33:38","2017-12-14 00:00:00","On Time"
01855f880aae9a984c7c33b26fcf2e02,delivered,"2017-10-24 15:57:46","2017-10-31 00:00:00","On Time"
65312c6e4ce03c0fb633a4ac541949d8,delivered,"2018-08-02 21:08:57","2018-08-13 00:00:00","On Time"
741fd1b80f015f170a7f458cf86769b8,delivered,"2017-12-11 16:17:04","2018-01-04 00:00:00","On Time"
b16cec67cb3f5a4bb31abe8988b43d19,delivered,"2018-03-29 20:08:43","2018-04-20 00:00:00","On Time"
e6190dea235662449d160357e46eaec8,delivered,"2018-01-15 14:56:58","2018-02-06 00:00:00","On Time"
8eeda294fab8a5ed70259afb59a10ff8,delivered,"2018-02-14 19:07:41","2018-03-08 00:00:00","On Time"
89165e6d4c28047da0adf13ac8b3e1b3,delivered,"2018-07-26 18:26:37","2018-07-30 00:00:00","On Time"
f376081d7c5f1767fbc7fae2d19ca32e,delivered,"2017-03-31 10:07:25","2017-04-17 00:00:00","On Time"
4b87488fb6269f8321508923b95da4d6,delivered,"2018-06-15 20:58:47","2018-07-05 00:00:00","On Time"
e9ce52cd563d0124dced659e69eab10a,delivered,"2017-07-17 17:03:47","2017-07-28 00:00:00","On Time"
9344ccd01ff5fa7ec2aef0ee7e1c49c3,delivered,"2018-05-24 19:04:00","2018-06-04 00:00:00","On Time"
f4471dae8c482f51aa1826cd9f5d4433,delivered,"2018-07-11 21:16:47","2018-07-19 00:00:00","On Time"
aeb4c9d05ab11d7c6c9ca24f8c43bd70,delivered,"2017-09-28 19:47:42","2017-10-18 00:00:00","On Time"
33a3edb84b9df4cb49546859b990ac6d,delivered,"2018-03-22 00:03:53","2018-03-16 00:00:00",Late
9885fff91f7c807525f8320e5292a3db,delivered,"2018-01-24 23:16:49","2018-01-31 00:00:00","On Time"
e7a65190baa4e6fd192246157c0b81fb,delivered,"2017-05-12 14:04:02","2017-05-29 00:00:00","On Time"
62a12e4d2a742b2491d7c00d2d79bf52,delivered,"2017-12-08 15:41:46","2017-12-27 00:00:00","On Time"
90349f264a3d6a2525a34598d09dda6b,delivered,"2018-05-15 18:38:39","2018-05-21 00:00:00","On Time"
95cf9f239f724799131f7ca949209bd9,delivered,"2018-05-30 15:06:44","2018-06-12 00:00:00","On Time"
04a59fe46fc5aa341da5378c195ed53c,delivered,"2017-12-11 19:03:18","2017-12-19 00:00:00","On Time"
86b37610c0e86e94afe3d5ba4b73fa14,delivered,"2017-12-05 20:23:33","2017-12-20 00:00:00","On Time"
5c2d1d55c31db1cbe069dc9b6454b897,delivered,"2018-08-01 19:31:47","2018-08-10 00:00:00","On Time"
1d067305b599c1e0dceb3864056ea527,delivered,"2018-03-09 21:52:36","2018-03-09 00:00:00",Late
abc5ec9ecaec740b498a37f19c29a8c0,delivered,"2017-05-12 12:04:38","2017-06-05 00:00:00","On Time"
6942b8da583c2f9957e990d028607019,shipped,NULL,"2018-02-07 00:00:00","Not Delivered"
c3cb4c7c4b963ab08b07a5dca5baf05d,delivered,"2017-05-23 12:51:55","2017-06-08 00:00:00","On Time"
af66c46c49bdb3bf2f862efb1eb67d81,delivered,"2017-07-31 18:17:45","2017-08-11 00:00:00","On Time"
14e6e050a57912543937e93051cc7b2c,delivered,"2018-06-28 13:03:08","2018-07-27 00:00:00","On Time"
cefa8ee1540139ac77fa0c1b4ff1f04b,delivered,"2018-07-06 11:52:07","2018-07-25 00:00:00","On Time"
265f4e28ef8cf69f8445e2951bbe7343,delivered,"2017-03-20 09:28:56","2017-04-11 00:00:00","On Time"
34276839abbc2d596eb36540d36c624c,delivered,"2017-10-20 16:18:59","2017-11-09 00:00:00","On Time"
556bbf53c2c22fbb9ef31a414dd444a6,delivered,"2018-01-04 21:56:01","2018-01-22 00:00:00","On Time"
36530871a5e80138db53bcfd8a104d90,shipped,NULL,"2017-06-08 00:00:00","Not Delivered"
b2bd1f09c1b8a4a36940f6f6e49d5dec,delivered,"2018-02-20 18:09:29","2018-03-07 00:00:00","On Time"
e69e2290db6b2d3b7593a40112e1a82a,delivered,"2018-06-05 17:44:39","2018-07-04 00:00:00","On Time"
c8627adf430caff83161acbeb344d8f5,delivered,"2018-08-14 19:12:05","2018-08-21 00:00:00","On Time"
1370fae9b19ee5e01a2d609eb18b7c8a,delivered,"2017-12-06 01:12:12","2017-12-14 00:00:00","On Time"
a7cd6af6e0519313887b3c3a120f20ca,delivered,"2018-05-03 02:52:58","2018-05-07 00:00:00","On Time"
663830a477534735bbdec9de01113fa2,delivered,"2018-07-23 23:56:47","2018-08-13 00:00:00","On Time"
b2f3763408103bc7173bb36ed02dbeea,delivered,"2018-06-18 23:07:33","2018-07-16 00:00:00","On Time"
0dad6beca7ed0e352668498c29089900,delivered,"2017-12-13 09:44:38","2017-12-27 00:00:00","On Time"
93ec3e2c9a4beee38c28973d307093e1,delivered,"2018-04-06 22:52:39","2018-04-11 00:00:00","On Time"
5561adcb0fd46da4cad3048fa4e7fc00,delivered,"2018-06-27 17:18:42","2018-07-11 00:00:00","On Time"
6245ae0abd9de1ae647b5da78c0ea69b,delivered,"2017-09-16 16:12:24","2017-09-27 00:00:00","On Time"
ce9feeba53c652dd6569cca62e2bb287,delivered,"2018-04-20 23:12:11","2018-04-26 00:00:00","On Time"
565923f847aad52e7638eb189cce3b51,delivered,"2018-01-23 18:22:46","2018-02-15 00:00:00","On Time"
36ebb4199031e72a1fa964549b88c377,delivered,"2018-04-16 23:35:26","2018-05-02 00:00:00","On Time"
232b75e8b6faa6ca2063184414e634a7,delivered,"2017-10-09 18:32:42","2017-10-20 00:00:00","On Time"
ee990334acb0ff9333b01afa465f3006,delivered,"2018-03-22 10:18:36","2018-04-02 00:00:00","On Time"
780fe22baa36991bdbb1559f5b549596,delivered,"2017-04-28 14:37:16","2017-05-15 00:00:00","On Time"
58ac1947c1a9067b9f416cba6d844a3f,delivered,"2017-09-21 21:16:17","2017-09-25 00:00:00","On Time"
ba4ddff2b9082f079de9a84d7a5605fd,delivered,"2018-01-20 17:56:44","2018-02-02 00:00:00","On Time"
75351e48296ef42211a0b80c427aae57,delivered,"2017-04-03 13:37:42","2017-04-10 00:00:00","On Time"
64a2b20e6611bf80d933549f4c45ad84,delivered,"2018-01-09 15:44:20","2018-01-19 00:00:00","On Time"
775130c792f4c6460c63162e994a1114,delivered,"2017-12-11 18:52:10","2018-01-04 00:00:00","On Time"
b0928556a10706af462ca2ab2c91903b,delivered,"2018-08-14 18:16:42","2018-08-23 00:00:00","On Time"
5487a8ac1699754d975f853ce8bb9321,delivered,"2018-04-08 16:22:04","2018-04-20 00:00:00","On Time"
00571ded73b3c061925584feab0db425,delivered,"2017-05-30 09:12:44","2017-06-12 00:00:00","On Time"
74ebfa44a323c96a7760bd693d690a3d,delivered,"2017-06-26 13:49:52","2017-07-18 00:00:00","On Time"
37104fd8b73d0691fda9491fe8906808,delivered,"2017-07-17 17:23:48","2017-08-07 00:00:00","On Time"
b6b3633f97c686d8e188ac6fa29ff20d,delivered,"2018-08-06 17:20:53","2018-08-17 00:00:00","On Time"
37e32b54f25d2472acbc642f7e539a36,delivered,"2017-07-17 20:39:33","2017-08-03 00:00:00","On Time"
43d88b0e949865904334dd5b3ca63f50,delivered,"2018-03-20 16:13:27","2018-04-02 00:00:00","On Time"
5e99f3c445038a0709b2aea8e34ed593,delivered,"2017-07-04 10:51:55","2017-07-14 00:00:00","On Time"
f61b61c2cbb4192ccaf9c2c76a4cc971,delivered,"2018-03-09 13:46:21","2018-03-13 00:00:00","On Time"
6d7de866a140b19d09e825b2a4e944c7,delivered,"2018-04-24 20:38:55","2018-05-15 00:00:00","On Time"
3f849648ffbabb0562c7668f212e3e88,delivered,"2018-06-07 13:58:42","2018-06-06 00:00:00",Late
7c18eddfcd24680d80a502346221614e,delivered,"2018-07-24 20:16:30","2018-08-09 00:00:00","On Time"
6fa204b6cf6dcfe6c9adca7dc53aa32a,delivered,"2017-08-05 12:14:47","2017-08-21 00:00:00","On Time"
58d4c4747ee059eeeb865b349b41f53a,delivered,"2018-07-25 23:58:19","2018-07-31 00:00:00","On Time"
a840a7a89e3d9137358eb7b9408681fe,delivered,"2017-03-16 08:24:47","2017-03-28 00:00:00","On Time"
40001f4b6e1a35f0b99fc4f44078ab27,delivered,"2018-01-04 21:23:53","2018-02-01 00:00:00","On Time"
287c56aa824d8d1ea40246ad12013f62,delivered,"2018-08-07 13:59:38","2018-08-10 00:00:00","On Time"
694630e7a7713c116a9b7f0ba3377382,delivered,"2018-04-16 20:58:47","2018-05-03 00:00:00","On Time"
f26f92a3da58e9c771820a7b4d9a6800,delivered,"2018-02-19 15:07:08","2018-02-26 00:00:00","On Time"
d1f54c6a2a7015c5687439d6d4e971ba,delivered,"2017-05-15 12:00:17","2017-06-16 00:00:00","On Time"
37d6c8f1b209eab8d1b6522a1a3e4d88,delivered,"2017-12-13 18:03:38","2017-12-27 00:00:00","On Time"
f9f76d0f8ab416a42a2a3dad0d710162,delivered,"2017-12-08 20:56:54","2017-12-26 00:00:00","On Time"
a03ad7057fae696dd18f8967826c209f,delivered,"2017-06-16 14:04:09","2017-06-28 00:00:00","On Time"
c93e4c73cba512f76817291e0de8bec4,delivered,"2017-09-22 16:43:37","2017-10-04 00:00:00","On Time"
412fccb2b44a99b36714bca3fef8ad7b,delivered,"2018-07-24 19:26:42","2018-07-31 00:00:00","On Time"
67b47f35ec923e39f1203f3cfa80f5e3,delivered,"2018-06-08 18:58:53","2018-07-11 00:00:00","On Time"
b616f638cd86d92c7cbd06cf7484ee34,delivered,"2018-06-06 14:06:48","2018-06-08 00:00:00","On Time"
258f2e5dd769d9314b349f5650005dcc,delivered,"2018-02-23 20:59:12","2018-03-13 00:00:00","On Time"
f90202d14e468090464aeb4b1f0372ab,delivered,"2018-06-01 23:27:31","2018-06-04 00:00:00","On Time"
615ae1b88a25a4ac47fbf55c9c847b6e,delivered,"2018-08-20 23:38:44","2018-08-30 00:00:00","On Time"
52f166ce5fa053bbb27d317e4fd231b7,delivered,"2018-04-26 20:11:48","2018-05-11 00:00:00","On Time"
22d17396ac4c177e0ea83929cd4f845d,delivered,"2017-10-13 21:13:13","2017-10-27 00:00:00","On Time"
9ceb8ab5165cefecdddb546cb5a6362b,delivered,"2018-02-18 14:28:47","2018-03-06 00:00:00","On Time"
95a74a28d622001aafb5dd088ea0d88c,delivered,"2017-11-29 00:44:50","2017-12-06 00:00:00","On Time"
d493148aa5f8d08914d29ec0524e1196,delivered,"2018-02-14 18:04:45","2018-02-26 00:00:00","On Time"
a0d5b8474423ddf55228373b81a46272,delivered,"2018-01-22 21:18:33","2018-02-07 00:00:00","On Time"
cbec453ddd874ca620b8afc6393e3218,delivered,"2017-06-12 17:45:34","2017-06-26 00:00:00","On Time"
61988b318aaf57d18336c629bc42cf1b,delivered,"2018-04-13 20:03:50","2018-04-19 00:00:00","On Time"
b88d7ae9bd78eac18e8b6ceb04695fb8,delivered,"2017-07-27 18:41:46","2017-08-08 00:00:00","On Time"
908e767e28908dc5ec61fe0ef8ef03f9,delivered,"2018-05-17 22:05:03","2018-05-28 00:00:00","On Time"
c82a457d646f77c8f151e12a3e517ed2,delivered,"2018-08-15 15:02:09","2018-08-15 00:00:00",Late
edc531c3153d23614049077e7e1e6405,delivered,"2018-05-03 21:54:44","2018-05-09 00:00:00","On Time"
e22b71f6e4a481445ec4527cb4c405f7,delivered,"2017-05-02 15:45:27","2017-05-11 00:00:00","On Time"
6efcd938092fe73904610b4bd39b2e7f,delivered,"2017-12-18 16:53:32","2018-01-04 00:00:00","On Time"
1e8c81805b92ff169971231458670460,delivered,"2018-05-16 20:37:03","2018-05-23 00:00:00","On Time"
4d630f57194f5aba1a3d12ce23e71cd9,shipped,NULL,"2017-12-13 00:00:00","Not Delivered"
1da00355018ed3e0fdd548cf3ddada99,delivered,"2017-12-27 13:47:01","2018-01-24 00:00:00","On Time"
21c71f62d2554e1ad6c8ba9dc7af2c62,delivered,"2018-01-03 22:54:29","2018-01-19 00:00:00","On Time"
93a21c10557cc1b1ecfe2c3a808c648a,delivered,"2018-03-05 20:53:02","2018-03-22 00:00:00","On Time"
38c4ae942b818085578157aabd4abf9e,delivered,"2018-03-29 13:49:10","2018-04-24 00:00:00","On Time"
f175d67589e059cbbda956f10f0702e6,delivered,"2017-01-17 15:52:28","2017-02-13 00:00:00","On Time"
c263211bd219538f7c031591e87ef0d7,delivered,"2017-12-18 20:24:54","2017-12-19 00:00:00","On Time"
7835af1856de332f2f3c9204b740a3a2,delivered,"2018-01-03 21:12:08","2018-01-19 00:00:00","On Time"
507240e305d631056d7ced5d5ab0eb9a,delivered,"2018-04-05 19:34:29","2018-04-11 00:00:00","On Time"
